zip,type,price,bed,bath,longi,lotsize,address,lati,sqft,hlfbath
33141,Condo/townhome/row home/co-op,350000,2,1,-80.133808,,315 S Shore Dr Apt 2,25.857722," 12,109",1
33141,Condo/townhome/row home/co-op,579000,2,2,-80.133808,,315 S Shore Dr Apt 3,25.857722,,
33141,Condo/townhome/row home/co-op,599000,2,2,-80.133808,,315 S Shore Dr Apt 4,25.857722,,
33141,Condo/townhome/row home/co-op,370000,2,1,-80.133808,,315 S Shore Dr Apt 5,25.857722," 12,109",1
33141,Condo/townhome/row home/co-op,579000,2,2,-80.133532,,351 S Shore Dr Unit 1,25.857762,,
33149,Single family home,2299000,5,4,-80.169822,"8,025",315 W Heather Dr,25.694081," 2,664",
33142,Single family home,210000,4,2,-80.24814,"5,160",3161 NW 55th St,25.824886," 1,224",
33133,Condo/townhome/row home/co-op,299000,1,1,-80.244791,,3162 Commodore Plz Units 4A & 401,25.727253, 716,
33133,Condo/townhome/row home/co-op,230000,0,1,-80.244791,,3162 Commodore Plz Units 4B & 402,25.727253, 716,
33133,Condo/townhome/row home/co-op,230000,0,1,-80.244791,,3162 Commodore Plz Units 4C & 403,25.727253, 716,
33133,Condo/townhome/row home/co-op,219000,0,1,-80.244791,,3162 Commodore Plz Units 4D & 404,25.727253, 716,
33133,Condo/townhome/row home/co-op,299000,1,1,-80.244791,,3162 Commodore Plz Units 4E & 405,25.727253, 716,
33133,Condo/townhome/row home/co-op,230000,0,1,-80.244791,,3162 Commodore Plz Units 4F & 406,25.727253, 716,
33133,Condo/townhome/row home/co-op,230000,0,1,-80.244791,,3162 Commodore Plz Units 4G & 407,25.727253, 716,
33133,Condo/townhome/row home/co-op,225000,0,1,-80.244791,,3162 Commodore Plz Units 4H & 408,25.727253, 716,
33133,Condo/townhome/row home/co-op,330000,1,1,-80.24479,,3162 Commodore Plz Units 5A & 501,25.727252, 716,
33133,Condo/townhome/row home/co-op,320000,2,1,-80.244791,,3162 Commodore Plz Units 5B & 502,25.727253, 988,
33133,Condo/townhome/row home/co-op,230000,0,1,-80.244791,,3162 Commodore Plz Units 5C & 503,25.727253, 716,
33133,Condo/townhome/row home/co-op,335000,1,1,-80.244791,,3162 Commodore Plz Units 5D & 504,25.727253, 716,
33133,Condo/townhome/row home/co-op,320000,2,1,-80.24479,,3162 Commodore Plz Units 5E & 505,25.727252, 988,
33133,Condo/townhome/row home/co-op,230000,0,1,-80.244791,,3162 Commodore Plz Units 5F & 506,25.727253, 716,
33133,Condo/townhome/row home/co-op,530000,2,2,-80.244791,,3162 Commodore Plz Units 6A & 601,25.727253," 1,155",
33133,Condo/townhome/row home/co-op,849000,4,4,-80.250469,,3162 Hibiscus St Unit 1,25.732234," 3,000",
33175,Single family home,850000,4,2,-80.413489,0.3,3162 SW 134th Ct,25.738509," 3,363",
33185,Single family home,499999,5,3,-80.43276,"6,023",3162 SW 147th Ct,25.737862," 2,525",
33145,Multi-family home,469000,4,2,-80.24587,,3162 SW 18th St,25.754497," 2,490",
33150,Single family home,286900,4,2,-80.204148,"6,540",316 NW 101st St,25.867647," 1,560",
33160,Condo/townhome/row home/co-op,385000,3,2,-80.137318,,3175 NE 184th St Apt 3304,25.947462," 1,320",
33133,Condo/townhome/row home/co-op,784000,3,2,-80.243973,,3180 Matilda St,25.732236," 2,300",1
33160,Single family home,1764000,5,3,-80.140675,,3180 NE 165th St,25.931233," 3,830",1
33145,Condo/townhome/row home/co-op,239900,1,1,-80.245686,,3180 SW 22nd Ter Unit 303,25.749608, 700,
33145,Condo,1750,1,1,-80.245686,,3180 SW 22nd Ter Unit 303,25.749608, 700,
33185,Single family home,499900,4,3,-80.446395,"6,319",3186 SW 155th Ave,25.737615," 2,997",
33179,Condo/townhome/row home/co-op,330000,3,2,-80.195865,,318 NE 194th Ln,25.956216," 1,777",
33172,Condo/townhome/row home/co-op,230000,3,2,-80.381934,,318 NW 114th Ave Unit 5-102,25.769577," 1,320",1
33125,Single family home,274900,3,2,-80.234405,"4,872",319 NW 23rd Pl,25.77609," 1,712",
33131,Condo/townhome/row home/co-op,465000,2,2,-80.191979,,31 SE 5th St Apt 1104,25.76958," 1,051",
33131,Condo/townhome/row home/co-op,260000,1,1,-80.191979,,31 SE 5th St Apt 1509,25.76958, 775,
33131,Condo/townhome/row home/co-op,385000,2,2,-80.191979,,31 SE 5th St Apt 1610,25.76958,,
33131,,285686,1,1,-80.191979,,31 SE 5th St Apt 2003,25.76958,775,
33131,Condo/townhome/row home/co-op,330000,1,1,-80.191979,,31 SE 5th St Apt 2606,25.76958, 902,1
33131,Condo,3250,3,2,-80.191979,,31 SE 5th St Apt 3415,25.76958," 1,513",1
33131,Condo/townhome/row home/co-op,589000,3,2,-80.191979,,31 SE 5th St Apt 3415,25.76958," 1,513",1
33131,Condo/townhome/row home/co-op,649000,3,2,-80.191979,,31 SE 5th St Apt 3815,25.76958," 1,513",1
33131,Condo/townhome/row home/co-op,300000,1,1,-80.191979,,31 SE 5th St Apt 603,25.76958, 775,
33131,Condo,1900,1,1,-80.191979,,31 SE 5th St Apt 603,25.76958, 775,
33131,Condo/townhome/row home/co-op,279000,1,1,-80.191979,,31 SE 5th St Apt 803,25.76958, 775,
33131,Condo/townhome/row home/co-op,490000,2,2,-80.191999,,31 SE 6th St Apt 1001,25.768603," 1,116",
33131,Condo/townhome/row home/co-op,399900,2,2,-80.191999,,31 SE 6th St Apt 1102,25.768603," 1,016",
33131,Condo/townhome/row home/co-op,375000,2,2,-80.191999,,31 SE 6th St Apt 1402,25.768603," 1,016",
33131,Condo/townhome/row home/co-op,369000,2,2,-80.191999,,31 SE 6th St Apt 1407,25.768603," 1,086",
33131,Condo/townhome/row home/co-op,350000,1,1,-80.191999,,31 SE 6th St Apt 1904,25.768603, 852,
33131,Condo/townhome/row home/co-op,449000,2,2,-80.191999,,31 SE Se 6th Unit 2002,25.768603," 1,135",
33131,Condo/townhome/row home/co-op,410000,1,1,-80.191999,,31 SE 6th St Apt 2606,25.768603, 710,1
33131,Condo/townhome/row home/co-op,299999,1,1,-80.191999,,31 SE 6th St Apt 2704,25.768603, 719,1
33131,Condo/townhome/row home/co-op,309000,1,1,-80.191999,,31 SE 6th St Apt 306,25.768603, 790,1
33131,Condo/townhome/row home/co-op,454000,2,2,-80.191999,,31 SE 6th St Apt 307,25.768603," 1,086",
33131,Condo,2290,2,2,-80.191999,,31 SE 6th St Apt 308,25.768603, 842,
33131,Condo/townhome/row home/co-op,349000,2,2,-80.191999,,31 SE 6th St Apt 308,25.768603,,
33131,Condo/townhome/row home/co-op,375000,2,2,-80.191999,,31 SE 6th St Apt 602,25.768603," 1,016",
33131,Condo/townhome/row home/co-op,220000,0,1,-80.191999,,31 SE 6th St Apt 605,25.768603, 600,
33131,Condo/townhome/row home/co-op,380000,1,1,-80.191999,,31 SE 6th St Apt 1204,25.768603, 719,1
33133,Single family home,1299000,4,3,-80.23046,0.26,3200 Kirk St,25.736574," 3,623",
33160,Condo/townhome/row home/co-op,2420000,3,3,-80.135769,,3201 NE 183rd St Apt 2507,25.945679," 3,274",1
33160,Condo/townhome/row home/co-op,1775000,4,4,-80.135769,,3201 NE 183rd St Apt 2808,25.945679," 3,620",
33160,Condo/townhome/row home/co-op,1100000,3,3,-80.135769,,3201 NE 183rd St Apt 402,25.945679," 3,274",
33160,Condo,6500,3,3,-80.135769,,3201 NE 183rd St Apt 402,25.945679," 3,274",
33160,Condo/townhome/row home/co-op,1000000,2,2,-80.135769,,3201 NE 183rd St Apt 504,25.945679," 2,984",1
33160,Single family,5800,2,2,-80.135769,,3201 NE 183rd St Apt 504,25.945679," 2,984",1
33155,Single family home,234900,3,1,-80.325243,0.33,3201 SW 80th Ave,25.740345, 902,
33133,Condo/townhome/row home/co-op,595000,3,2,-80.246293,,3204 Bird Ave Apt 120,25.735004," 1,711",2
33160,Condo/townhome/row home/co-op,258000,1,1,-80.137318,,3205 NE 184th St Apt 9102,25.947462, 845,
33141,Condo/townhome/row home/co-op,205000,1,1,-80.122805,,320 80th St Apt 6,25.864865, 674,
33141,Condo/townhome/row home/co-op,158900,1,1,-80.122805,,320 80th St Apt 7,25.864865, 680,
33166,Single family home,650000,3,2,-80.302928,0.33,320 Linwood Dr,25.818086," 2,101",
33162,Single family home,190000,3,2,-80.19413,"6,500",320 NE 173rd St,25.933877," 1,260",
33169,Single family home,200000,3,2,-80.207995,"9,500",320 NW 199th St,25.956743," 1,439",
33125,Single family home,349000,4,3,-80.248311,"5,400",3210 NW 16th St,25.788658," 1,575",
33165,Single family home,309000,3,2,-80.367141,"7,848",3210 SW 106th Ave,25.73919," 1,724",
33133,Condo/townhome/row home/co-op,597949,3,2,-80.246021,,3211 Day Ave,25.731874," 1,840",1
33160,Condo/townhome/row home/co-op,399000,2,2,-80.137318,,3215 NE 184th St Apt 14304,25.947462," 1,191",
33185,Single family home,415900,4,2,-80.440299,"5,000",3217 SW 152nd Pl,25.737063," 2,523",1
33172,Condo/townhome/row home/co-op,209900,2,1,-80.371454,,321 NW 109th Ave Unit 2B,25.774922," 1,545",1
33172,Single family,1650,2,1,-80.371454,,321 NW 109th Ave Unit 2B,25.774922," 1,545",1
33141,Condo/townhome/row home/co-op,599000,2,2,-80.133925,,321 S Shore Dr Apt 10,25.857529,,
33141,Condo/townhome/row home/co-op,370000,2,1,-80.133925,,321 S Shore Dr Apt 11,25.857529,,1
33141,Condo/townhome/row home/co-op,579000,2,2,-80.133925,,321 S Shore Dr Apt 7,25.857529," 1,055",
33141,Condo/townhome/row home/co-op,579000,2,2,-80.133925,,321 S Shore Dr Apt 9,25.857529,,
33155,Single family home,345000,3,2,-80.319122,"6,000",3220 SW 76th Ave,25.739897," 1,758",
33155,Single family home,385000,3,2,-80.332162,"7,600",3221 SW 84th Ct,25.740014," 1,477",
33127,Single family home,320000,6,3,-80.214349,0.5,3226 NW 11th Ct,25.80662," 2,056",
33145,Condo/townhome/row home/co-op,390000,3,2,-80.247035,,3232 SW 22nd St Unit 115,25.749555," 1,595",1
33135,Single family home,399000,3,2,-80.248419,"6,750",3232 SW 1st St,25.770832," 1,936",
33145,Condo/townhome/row home/co-op,296000,1,1,-80.247036,,3232 SW 22nd Ter Unit 1606,25.749555, 848,
33133,Condo/townhome/row home/co-op,650000,3,2,-80.244243,,3233 Gifford Ln,25.730895," 1,836",1
33160,Condo/townhome/row home/co-op,229900,1,1,-80.137318,,3235 NE 184th St Apt 11301,25.947462," 1,036",
33133,Condo/townhome/row home/co-op,269700,2,2,-80.246424,,3236 W Trade Ave Unit I3,25.735839, 876,1
33134,Condo/townhome/row home/co-op,405000,3,2,-80.261962,,323 Navarre Ave Apt 103,25.754539," 1,200",
33175,Single family home,1395000,5,4,-80.404489,0.7,3240 SW 129th Ave,25.738039," 4,089",1
33142,Single family,4000,4,4,-80.248954,,3241 NW 20th St,25.794339," 2,181",
33142,Single family home,760000,4,4,-80.248954,"7,920",3241 NW 20th St,25.794339," 2,261",
33160,Condo/townhome/row home/co-op,279000,2,1,-80.137318,,3245 NE 184th St Apt 13102,25.947462," 1,024",1
33133,Single family,1725,2,1,-80.240986,,3245 Virginia St Apt 49,25.730977, 664,
33133,Condo/townhome/row home/co-op,240000,2,1,-80.240986,,3245 Virginia St Apt 49,25.730977, 664,
33133,Condo/townhome/row home/co-op,240000,2,1,-80.240986,,3245 Virginia St Apt 51,25.730977, 664,
33133,Condo/townhome/row home/co-op,190000,1,1,-80.240986,,3245 Virginia St Apt 62,25.730977, 514,
33127,Single family home,739000,5,4,-80.20241,"7,200",324 NW 47th St,25.818355," 2,388",
33133,Condo/townhome/row home/co-op,285000,0,1,-80.246017,,3250 Grand Ave Apt 405,25.727688, 915,1
33180,Condo/townhome/row home/co-op,2459000,4,4,-80.137216,,3250 NE 188th St Ph 8,25.948996," 2,630",1
33180,Condo/townhome/row home/co-op,2199000,3,4,-80.137215,,3250 NE 188th St Unit L110,25.948996," 2,980",1
33180,Condo,5900,3,4,-80.137215,,3250 NE 188th St Apt 402,25.948996," 2,307",1
33180,Condo/townhome/row home/co-op,1670000,3,4,-80.137215,,3250 NE 188th St Apt 402,25.948996," 2,307",1
33180,Condo/townhome/row home/co-op,1527500,4,5,-80.137216,,3250 NE 188th St Apt 705,25.948996," 2,237",1
33134,Condo,2600,3,2,-80.261962,,323 Navarre Ave Apt 103,25.754539," 1,200",
33180,Condo/townhome/row home/co-op,1799900,4,4,-80.137215,,3250 NE 188th St Unit LPH8,25.948996,,
33137,Condo/townhome/row home/co-op,440000,2,2,-80.193417,,3250 NE 1st Ave Apt 1120,25.807089," 1,020",
33137,Single family,3000,2,2,-80.193417,,3250 NE 1st Ave Apt 1120,25.807089," 1,020",
33137,Condo/townhome/row home/co-op,459000,0,1,-80.193417,,3250 NE 1st Ave Apt 311,25.807088," 1,176",
33137,Single family,2500,0,1,-80.193417,,3250 NE 1st Ave Apt 318,25.807089," 1,086",
33137,Condo/townhome/row home/co-op,499000,1,1,-80.193417,,3250 NE 1st Ave Apt 318,25.807089," 1,086",
33137,Condo/townhome/row home/co-op,419000,2,2,-80.193417,,3250 NE 1st Ave Apt 506,25.807089," 1,146",
33137,Condo/townhome/row home/co-op,440000,2,2,-80.193417,,3250 NE 1st Ave Apt 606,25.807089," 1,146",
33137,Condo,3000,2,2,-80.193417,,3250 NE 1st Ave Apt 620,25.807089," 1,020",
33137,Condo/townhome/row home/co-op,480000,2,2,-80.193417,,3250 NE 1st Ave Apt 620,25.807089," 1,020",
33137,Condo/townhome/row home/co-op,440000,2,2,-80.193417,,3250 NE 1st Ave Apt 705,25.807089," 1,082",
33137,Condo/townhome/row home/co-op,440000,2,2,-80.193417,,3250 NE 1st Ave Apt 714,25.807088," 1,094",
33137,Condo/townhome/row home/co-op,420000,2,2,-80.193417,,3250 NE 1st Ave Apt 716,25.807089," 1,190",
33137,Condo/townhome/row home/co-op,339900,1,1,-80.193417,,3250 NE 1st Ave Apt 808,25.807089, 726,
33137,Single family,2100,1,1,-80.193417,,3250 NE 1st Ave Apt 808,25.807089, 726,
33133,Single family home,1335000,4,5,-80.248224,"5,000",3251 Elizabeth St,25.730412," 3,606",
33160,Condo,1700,1,1,-80.137318,,3255 NE 184th St Apt 12218,25.947462, 893,
33160,Condo/townhome/row home/co-op,255000,1,1,-80.137318,,3255 NE 184th St Apt 12218,25.947462, 893,
33160,Condo/townhome/row home/co-op,398000,3,2,-80.137318,,3255 NE 184th St Apt 12301,25.947462," 1,320",
33179,Condo/townhome/row home/co-op,164900,3,2,-80.194802,,325 Ives Dairy Rd Unit 325-11,25.957986," 1,407",1
33139,Condo/townhome/row home/co-op,749000,3,2,-80.135685,,325 Meridian Ave Apt 8,25.773071," 1,300",
33149,Single family home,3490000,6,7,-80.166503,"7,614",325 Ridgewood Rd,25.695393," 3,611",1
33131,Condo/townhome/row home/co-op,240000,0,1,-80.186272,,325 S Biscayne Blvd Apt 3220,25.771433, 507,
33131,Condo/townhome/row home/co-op,895000,3,2,-80.186272,,325 S Biscayne Blvd Apt 3323,25.771433," 1,792",
33131,Condo/townhome/row home/co-op,382000,1,1,-80.186272,,325 S Biscayne Blvd Apt 3417,25.771433, 868,
33131,Condo/townhome/row home/co-op,645000,3,2,-80.186272,,325 S Biscayne Blvd Apt 3926,25.771433," 1,416",
33142,Single family home,185900,2,1,-80.250124,"5,500",3261 NW 51st Ter,25.821642, 725,
33133,Condo/townhome/row home/co-op,699000,3,3,-80.241875,,3262 Virginia St Unit A2,25.730503," 1,620",
33133,Condo/townhome/row home/co-op,260000,1,1,-80.241027,,3265 Virginia St Apt 12,25.730553, 673,1
33133,Condo/townhome/row home/co-op,270000,2,1,-80.241027,,3265 Virginia St Apt 14,25.730553, 673,1
33133,Multi-family home,720000,4,2,-80.244691,,3268 Gifford Ln,25.730532," 1,512",
33150,Multi-family home,185000,4,2,-80.204181,"6,250",326 NW 96th St,25.863129," 1,004",
33133,Single family home,430000,3,2,-80.247321,"4,800",3270 SW 25th Ter,25.743753," 1,720",
33133,Single family home,599000,3,2,-80.246193,"4,900",3271 Thomas Ave,25.72742," 1,259",
33127,Single family home,280000,4,2,-80.202166,"5,000",327 NW 39th St,25.812641," 1,787",
33180,Condo,6500,3,4,-80.137216,,3250 NE 188th St Apt 308,25.948996," 2,630",1
33180,Condo/townhome/row home/co-op,1900000,3,4,-80.137216,,3250 NE 188th St Apt 308,25.948996," 2,630",1
33166,Single family home,259900,3,2,-80.286347,0.35,328 Plover Ave,25.824179, 900,
33160,Condo/townhome/row home/co-op,895000,4,2,-80.126258,,329 Poinciana Dr Unit 907,25.925722," 2,465",1
33138,Multi-family home,69000,4,2,-80.195688,,32 NE 64th Ter,25.834852," 1,566",
33180,Single family,6450,2,3,-80.134947,,3300 NE 188th St Unit L107,25.94947," 2,230",1
33180,Condo/townhome/row home/co-op,1599000,3,3,-80.134947,,3300 NE 188th St Unit L107,25.94947," 2,230",1
33180,Condo/townhome/row home/co-op,250000,1,2,-80.136105,,3300 NE 191st St Apt 1009,25.95327," 1,104",
33180,Single family,1875,1,2,-80.136105,,3300 NE 191st St Apt 1009,25.95327," 1,104",
33180,,252050,1,2,-80.136105,,3300 NE 191st St Apt 1015,25.95327,"1,104",
33180,Condo/townhome/row home/co-op,309000,2,2,-80.136105,,3300 NE 191st St Apt 1202,25.95327," 1,134",
33180,Condo/townhome/row home/co-op,249000,1,2,-80.13507,,3300 NE 191st St Apt 1410,25.952923," 1,065",
33180,Condo/townhome/row home/co-op,282000,3,2,-80.136105,,3300 NE 191st St Apt 406,25.95327," 1,302",
33180,Condo/townhome/row home/co-op,350000,2,2,-80.136105,,3300 NE 191st St Apt 418,25.95327," 1,302",
33180,Condo/townhome/row home/co-op,359000,2,2,-80.136105,,3300 NE 191st St Apt 614,25.95327," 1,137",
33180,Condo/townhome/row home/co-op,285000,2,2,-80.136105,,3300 NE 191st St Apt 917,25.95327," 1,137",
33180,Condo/townhome/row home/co-op,278500,2,2,-80.134042,,3300 NE 192nd St Apt 1008,25.953817," 1,062",
33180,Condo,2300,2,2,-80.134042,,3300 NE 192nd St Apt 1018,25.953817," 1,181",
33180,Condo/townhome/row home/co-op,309000,2,2,-80.134042,,3300 NE 192nd St Apt 1018,25.953817," 1,181",
33180,Condo/townhome/row home/co-op,295000,2,2,-80.134042,,3300 NE 192nd St Apt 1602,25.953817," 1,062",
33180,Condo/townhome/row home/co-op,350000,2,2,-80.134042,,3300 NE 192nd St Apt 1617,25.953817," 1,062",
33180,Condo/townhome/row home/co-op,299800,2,2,-80.134042,,3300 NE 192nd St Apt 1908,25.953817," 1,062",
33180,Condo/townhome/row home/co-op,255000,2,2,-80.134042,,3300 NE 192nd St Apt 604,25.953817, 990,
33180,Condo/townhome/row home/co-op,350000,2,2,-80.134042,,3300 NE 192nd St Apt 808,25.953817," 1,062",
33180,Condo/townhome/row home/co-op,149900,2,2,-80.135533,,3301 N Country Club Dr Apt 412,25.967079, 994,
33160,Condo/townhome/row home/co-op,1750000,4,4,-80.136411,,3301 NE 183rd St Ph 1,25.946207," 3,533",1
33160,Condo/townhome/row home/co-op,1265000,3,3,-80.136407,,3301 NE 183rd St Unit 1209,25.946256," 3,073",1
33160,Condo/townhome/row home/co-op,1850000,4,4,-80.136407,,3301 NE 183rd St Unit 1506,25.946256," 3,524",1
33160,Condo/townhome/row home/co-op,1330000,3,3,-80.136407,,3301 NE 183rd St Unit 1803,25.946256," 3,082",1
33160,Condo/townhome/row home/co-op,1249000,3,3,-80.136407,,3301 NE 183rd St Unit 2207,25.946256," 3,069",1
33160,Condo/townhome/row home/co-op,1150000,2,2,-80.136407,,3301 NE 183rd St Unit 2408,25.946256," 2,433",1
33160,Condo/townhome/row home/co-op,969000,3,3,-80.136407,,3301 NE 183rd St Unit 307,25.946256," 3,069",1
33160,Condo/townhome/row home/co-op,1049000,4,4,-80.136407,,3301 NE 183rd St Unit 404,25.946256," 3,464",1
33160,Condo/townhome/row home/co-op,1175000,4,4,-80.136407,,3301 NE 183rd St Unit 406,25.946256," 3,524",1
33160,Condo/townhome/row home/co-op,997500,3,3,-80.136407,,3301 NE 183rd St Unit 609,25.946256," 3,073",1
33160,Condo/townhome/row home/co-op,760000,2,2,-80.136407,,3301 NE 183rd St Unit 705,25.946256," 2,001",1
33137,Condo/townhome/row home/co-op,485000,2,2,-80.192269,,3301 NE 1st Ave Apt H0904,25.80778," 1,142",
33137,Condo,409000,2,2,-80.192269,,3301 NE 1st Ave Apt H1010,25.80778," 1,142",
33137,Condo,2690,2,2,-80.192269,,3301 NE 1st Ave Apt H1101,25.80778," 1,262",
33137,Condo/townhome/row home/co-op,468000,2,2,-80.192269,,3301 NE 1st Ave Apt H1101,25.80778," 1,262",
33137,Condo/townhome/row home/co-op,444000,2,2,-80.192269,,3301 NE 1st Ave Apt H1201,25.80778," 1,262",
33137,Condo/townhome/row home/co-op,250000,0,1,-80.192269,,3301 NE 1st Ave Apt H1213,25.80778, 655,
33137,Condo/townhome/row home/co-op,249500,0,1,-80.192269,,3301 NE 1st Ave Apt H1503,25.80778, 655,
33137,Condo/townhome/row home/co-op,325000,1,1,-80.192269,,3301 NE 1st Ave Apt H1711,25.80778, 761,1
33137,Condo/townhome/row home/co-op,349000,1,1,-80.192269,,3301 NE 1st Ave Apt H1811,25.80778, 761,1
33137,Condo/townhome/row home/co-op,670000,2,2,-80.192269,,3301 NE 1st Ave Apt H2112,25.80778," 1,263",
33137,Single family,3200,2,2,-80.192269,,3301 NE 1st Ave Apt H2112,25.80778," 1,263",
33137,Single family,2900,2,2,-80.192269,,3301 NE 1st Ave Apt H2207,25.80778, 972,
33137,Condo/townhome/row home/co-op,446000,2,2,-80.192269,,3301 NE 1st Ave Apt H2207,25.80778," 1,181",
33137,Condo/townhome/row home/co-op,474000,2,2,-80.192269,,3301 NE 1st Ave Apt H2302,25.80778," 1,263",
33137,Condo/townhome/row home/co-op,550000,2,2,-80.192269,,3301 NE 1st Ave Apt H2315,25.80778," 1,262",
33137,Condo/townhome/row home/co-op,545000,2,2,-80.192269,,3301 NE 1st Ave Apt H2615,25.80778," 1,262",
33137,Condo/townhome/row home/co-op,260000,0,1,-80.192269,,3301 NE 1st Ave Apt H2713,25.80778, 655,
33137,Condo/townhome/row home/co-op,429900,1,2,-80.192269,,3301 NE 1st Ave Apt M0303,25.80778," 1,373",
33137,Single family,2700,1,2,-80.192269,,3301 NE 1st Ave Apt M0303,25.80778," 1,373",
33137,Condo/townhome/row home/co-op,435900,1,2,-80.192269,,3301 NE 1st Ave Apt M0306,25.80778," 1,373",
33137,Condo,4500,3,3,-80.192269,,3301 NE 1st Ave Apt M0309,25.80778," 2,734",
33137,Condo/townhome/row home/co-op,699000,3,3,-80.192269,,3301 NE 1st Ave Apt M0309,25.80778," 2,734",
33137,Condo/townhome/row home/co-op,559000,1,3,-80.192269,,3301 NE 1st Ave Apt M0511,25.80778," 1,842",
33137,Condo,3350,1,3,-80.192269,,3301 NE 1st Ave Apt M0511,25.80778," 1,842",
33137,Condo/townhome/row home/co-op,1295000,2,3,-80.192268,,3301 NE 1st Ave Ph LPH3,25.807762," 2,447",
33137,Condo/townhome/row home/co-op,185000,1,1,-80.186432,,3301 NE 5th Ave Apt 1008,25.807882, 822,
33137,Condo/townhome/row home/co-op,215705,1,1,-80.186432,,3301 NE 5th Ave Apt 408,25.807882, 822,
33137,Condo/townhome/row home/co-op,229500,1,1,-80.186432,,3301 NE 5th Ave Apt 520,25.807882, 790,
33137,Condo,1500,0,1,-80.186432,,3301 NE 5th Ave Apt 521,25.807882, 670,
33137,,160065,0,1,-80.186432,,3301 NE 5th Ave Apt 521,25.807882,670,
33175,Single family home,849900,6,5,-80.40729,0.64,3301 SW 132nd Ave,25.737415," 4,302",
33155,Single family home,455000,5,3,-80.326227,0.24,3301 SW 81st Ave,25.739552," 2,173",
33185,Single family home,485000,5,3,-80.440701,"5,000",3302 SW 152nd Pl,25.73636," 2,887",
33168,Single family home,260000,3,2,-80.205038,"5,750",330 NW 119th St,25.883684," 1,604",
33150,Multi-family home,225000,2,2,-80.202767,,330 NW 82nd Ter,25.849972," 1,646",
33134,Single family home,825000,4,4,-80.25824,"7,600",330 Ponce De Leon Blvd,25.768029," 1,850",1
33160,Single family home,3900000,4,3,-80.121792,0.24,330 S Pkwy,25.963851," 3,071",1
33127,Single family home,189000,2,1,-80.211316,"5,640",3314 NW 9th Ct,25.807697," 1,020",
33179,Condo/townhome/row home/co-op,164900,3,2,-80.195042,,331 Ives Dairy Rd Unit 331-10,25.958365," 1,407",
33160,Single family home,4150000,6,6,-80.138925,"9,200",3321 NE 165th St,25.931742," 6,000",1
33155,Single family home,449000,3,2,-80.324181,0.25,3325 SW 79th Ct,25.739345," 1,350",
33180,Condo/townhome/row home/co-op,785000,4,2,-80.135391,,3330 NE 190th St Unit TH12,25.950938," 2,503",1
33180,Condo/townhome/row home/co-op,674999,3,3,-80.135391,,3330 NE 190th St Unit 2511,25.950938," 1,750",
33180,Condo/townhome/row home/co-op,599999,3,2,-80.135391,,3330 NE 190th St Unit 510,25.950937," 1,866",1
33180,Condo/townhome/row home/co-op,534000,3,3,-80.135391,,3330 NE 190th St Unit 511,25.950938," 1,720",
33180,Condo/townhome/row home/co-op,790000,2,2,-80.135391,,3330 NE 190th St Unit 514,25.950938," 2,289",1
33180,Condo/townhome/row home/co-op,575000,3,3,-80.135391,,3330 NE 190th St Apt 1015,25.950938," 1,849",
33180,Condo/townhome/row home/co-op,849000,4,3,-80.135391,,3330 NE 190th St Apt 1214,25.950938," 2,289",
33180,Condo/townhome/row home/co-op,570000,3,3,-80.135391,,3330 NE 190th St Apt 1515,25.950938,,
33180,Condo/townhome/row home/co-op,545000,2,2,-80.135391,,3330 NE 190th St Apt 1516,25.950938," 1,846",1
33180,Condo/townhome/row home/co-op,550000,2,3,-80.135391,,3330 NE 190th St Apt 1711,25.950938," 1,720",
33180,Condo/townhome/row home/co-op,529000,2,2,-80.135391,,3330 NE 190th St Apt 2016,25.950938," 1,846",1
33180,Condo/townhome/row home/co-op,539000,2,2,-80.135391,,3330 NE 190th St Apt 216,25.950938," 1,846",1
33180,Condo,3800,3,2,-80.135391,,3330 NE 190th St Apt 717,25.950938," 1,824",1
33180,Condo/townhome/row home/co-op,627777,3,2,-80.135391,,3330 NE 190th St Apt 717,25.950938," 1,824",1
33180,Condo/townhome/row home/co-op,1499000,5,3,-80.135391,,3330 NE 190th St Unit MPH14,25.950937," 3,301",1
33180,Condo/townhome/row home/co-op,1250000,3,3,-80.144638,,3330 NE 190th St Unit MPH15,25.968611," 2,988",1
33133,Single family home,6590000,4,5,-80.245365,0.25,3333 Poinciana Ave,25.71773," 6,573",1
33137,Condo/townhome/row home/co-op,269000,1,1,-80.188365,,333 NE 24th St Apt 1002,25.800562, 693,
33137,Condo/townhome/row home/co-op,275000,1,1,-80.188365,,333 NE 24th St Apt 1108,25.800562, 692,
33137,Condo/townhome/row home/co-op,285000,1,1,-80.188365,,333 NE 24th St Apt 1703,25.800562, 692,
33137,Condo/townhome/row home/co-op,260000,1,1,-80.188365,,333 NE 24th St Apt 1711,25.800562, 692,
33137,Condo/townhome/row home/co-op,285000,1,1,-80.188365,,333 NE 24th St Apt 1907,25.800562, 693,
33137,Condo/townhome/row home/co-op,375000,2,1,-80.188365,,333 NE 24th St Apt 305,25.800562," 1,056",1
33180,Condo/townhome/row home/co-op,420000,2,2,-80.135688,,3340 NE 190th St Apt 305,25.951695," 1,370",1
33180,Condo,3100,2,3,-80.135688,,3340 NE 190th St Apt 407,25.951695," 1,750",
33180,Condo/townhome/row home/co-op,510000,2,3,-80.135688,,3340 NE 190th St Apt 407,25.951695," 1,750",
